71BF12,HL7712,A321,AAR
71BF13,HL7713,A321,AAR
71BF22,HL7722,A321,AAR
71BF23,HL7723,A321,AAR
71BF29,HL7729,A321,AAR
71BF30,HL7730,A321,AAR
71BF31,HL7731,A321,AAR
71BF32,HL7732,B772,AAR
71BF35,HL7735,A321,AAR
71BF36,HL7736,A333,AAR
71BF37,HL7737,A320,AAR
71BF38,HL7738,A320,AAR
71BF39,HL7739,B772,AAR
71BF40,HL7740,A333,AAR
71BF41,HL7741,A333,AAR
71BF44,HL7744,A320,AAR
71BF45,HL7745,A320,AAR
71BF46,HL7746,A333,AAR
71BF47,HL7747,A333,AAR
71BF53,HL7753,A320,AAR
71BF54,HL7754,A333,AAR
71BF55,HL7755,B772,AAR
71BF56,HL7756,B772,AAR
71BF62,HL7762,A320,AAR
71BF63,HL7763,A321,AAR
71BF67,HL7767,A321,AAR
71C265,HL8265,A321,AAR
A2AEF0,N272LM,B738,AAR
71BF72,HL7772,A320,AAR
71BF73,HL7773,A320,AAR
71BF69,HL7769,A320,AAR
71C259,HL8259,A333,AAR
71BC21,HL7421,B744,AAR
71BF93,HL7793,A333,AAR
71BF89,HL7789,A321,AAR
71BF91,HL7791,B772,AAR
71BF75,HL7775,B772,AAR
71BF95,HL7795,A333,AAR
71BF94,HL7794,A333,AAR
71C255,HL8255,A321,AAR
71BF76,HL7776,A320,AAR
71BF88,HL7788,A320,AAR
71BF90,HL7790,A321,AAR
71BF92,HL7792,A333,AAR
71C256,HL8256,A321,AAR
71C257,HL8257,A321,AAR
71C254,HL8254,B772,AAR
71C258,HL8258,A333,AAR
71BD13,HL7513,B734,AAR
71BF03,HL7703,A321,AAR
71BD08,HL7508,B734,AAR
71BD94,HL7594,A321,AAR
71C266,HL8266,A321,AAR
71C267,HL8267,A321,AAR
71C277,HL8277,A321,AAR
71C279,HL8279,A321,AAR
71C282,HL8282,A333,AAR
71C284,HL8284,B772,AAR
71C280,HL8280,A321,AAR
71C281,HL8281,A321,AAR
018021,5A-ONE,A342,AAW
001802,5A-ONA,A320,AAW
01802F,5A-ONB,A320,AAW
018043,5A-ONH,A332,AAW
018034,5A-ONC,A319,AAW
018035,5A-OND,A319,AAW
018041,5A-ONF,A332,AAW
018047,5A-ONI,A319,AAW
018057,5A-ONJ,A320,AAW
01805C,5A-ONK,A320,AAW
018066,5A-ONM,A320,AAW
018065,5A-ONL,A320,AAW
01806F,5A-ONN,A320,AAW
018070,5A-ONO,A320,AAW
A1DC31,N219NV,A320,AAY
A1E241,N220NV,A320,AAY
A1E5F8,N221NV,A320,AAY
A1CD55,N215NV,A320,AAY
A1D4C3,N217NV,A320,AAY
AC77DA,N902NV,B752,AAY
AC7B91,N903NV,B752,AAY
AC7F48,N904NV,B752,AAY
AC82FF,N905NV,B752,AAY
AC86B6,N906NV,B752,AAY
A34811,N310NV,A319,AAY
A51A97,N428NV,MD82,AAY
A5044D,N422NV,MD83,AAY
A516E0,N427NV,MD83,AAY
A50096,N421NV,MD83,AAY
AC7423,N901NV,B752,AAY
A51329,N426NV,MD83,AAY
A50804,N423NV,MD83,AAY
A4F6CF,N419NV,MD83,AAY
A51E4E,N429AV,MD83,AAY
A50BBB,N424NV,MD83,AAY
A4FCDF,N420NV,MD83,AAY
A50F72,N425NV,MD83,AAY
A4F318,N418NV,MD83,AAY
A4D560,N410NV,MD83,AAY
A4CF50,N409NV,MD83,AAY
A4C074,N405NV,MD83,AAY
A4CB99,N408NV,MD83,AAY
A4C42B,N406NV,MD83,AAY
A4C7E2,N407NV,MD83,AAY
A32449,N301NV,A319,AAY
A32800,N302NV,A319,AAY
A4E7F3,N415NV,MD83,AAY
A4B54F,N402NV,MD88,AAY
A4E43C,N414NV,MD88,AAY
AC34B6,N886GA,MD82,AAY
AC386D,N887GA,MD82,AAY
ABCF6E,N860GA,MD83,AAY
ABD325,N861GA,MD83,AAY
AC4D59,N892GA,MD83,AAY
ABD6DC,N862GA,MD83,AAY
ABDA93,N863GA,MD83,AAY
ABDE4A,N864GA,MD83,AAY
ABE201,N865GA,MD83,AAY
ABE5B8,N866GA,MD83,AAY
ABED26,N868GA,MD83,AAY
ABF0DD,N869GA,MD83,AAY
ABFAA4,N871GA,MD83,AAY
ABFE5B,N872GA,MD83,AAY
AC05C9,N874GA,MD83,AAY
AC0980,N875GA,MD83,AAY
AC10EE,N877GA,MD83,AAY
AC14A5,N878GA,MD83,AAY
AC185C,N879GA,MD83,AAY
AC1E6C,N880GA,MD83,AAY
AC2223,N881GA,MD83,AAY
AC228C,N893GA x,MD83,AAY
AC2991,N883GA,MD83,AAY
AC2D48,N884GA,MD83,AAY
AC49A2,N891GA,MD82,AAY
AC54C7,N894GA,MD83,AAY
AC587E,N895GA,MD82,AAY
A4EBAA,N416NV,MD83,AAY
AC0D37,N876GA,MD83,AAY
A4B906,N403NV,MD88,AAY
A4BCBD,N404NV,MD88,AAY
A4B198,N401NV,MD88,AAY
A4DCCE,N412NV,MD88,AAY
AC0212,N873GA,MD83,AAY
AC5110,N893GA,MD83,AAY
A4D917,N411NV,MD83,AAY
A4EF61,N417NV,MD83,AAY
45AD03,N427NV x,MD83,AAY
4CC3D2,TF-AMP,B744,ABD
39A912,# TF-,B744,ABD
4CC3E6,TF-AMF,B744,ABD
4CC3E9,TF-EAA,A332,ABD
4CC1A2,TF-ELF,A306,ABD
4CC393,TF-ATZ,B742,ABD
4CC3B5,TF-ARH,B742,ABD
4CC3B6,TF-ARL,B742,ABD
4CC3B7,TF-ARM,B742,ABD
4CC3B8,TF-ARN,B742,ABD
4CC3BC,TF-ARU,B743,ABD
4CC3C9,TF-AMI,B744,ABD
4CC3CD,TF-AMJ,B743,ABD
4CC3D9,TF-AMU,B744,ABD
4CC3EA,TF-AAG,B744,ABD
4CC3E8,TF-AML,B744,ABD
4CC3E4,TF-AAE,B744,ABD
4CC3E3,TF-AAD,B744,ABD
4CC3DB,TF-AMV,B744,ABD
4CC3E2,TF-AAC,B744,ABD
4CC3E0,TF-AMY,B744,ABD
4CC3E5,TF-AAF,B744,ABD
4CC3D8,TF-AMS,B744,ABD
4CC3DA,TF-AMT,B744,ABD
4CC3DC,TF-AMX,B744,ABD
4CC3D6,TF-AAA,B742,ABD
4CC3D7,TF-AAB,B742,ABD
4CD3BC,TF-ARU x,B743,ABD
152AC9,RA-76489,IL76,ABG
71C213,HL8213,A321,ABL
71BF61,HL7761,A321,ABL
71BA50,HL7250,B735,ABL
761485,AP-EDE,A343,ABQ
761486,AP-EDF,A343,ABQ
761484,AP-EDD,A320,ABQ
761482,AP-EDB,A319,ABQ
760481,AP-EDA,A320,ABQ
760926,AP-BIF,A319,ABQ
760925,AP-BIE,A319,ABQ
761483,AP-EDC,A319,ABQ
4CA83F,EI-STA,B733,ABR
4CA16E,EI-DHL,A30B,ABR
4CA16F,EI-SAF,A30B,ABR
4CA835,EI-OZE,A30B,ABR
4CA839,EI-OZF,A30B,ABR
4CA834,EI-OZD,A30B,ABR
4CA838,EI-OZH,A30B,ABR
4CA0D3,EI-EAC,A30B,ABR
4CA0D4,EI-EAD,A30B,ABR
4CA83C,EI-OZI,A30B,ABR
4CA1BE,EI-SLF,AT72,ABR
4CA282,EI-FXA,AT43,ABR
4CA283,EI-FXB,AT43,ABR
4CA284,EI-FXC,AT43,ABR
4CA285,EI-FXD,AT43,ABR
4CA286,EI-FXE,AT43,ABR
4CA28D,EI-SLA,AT43,ABR
4CA28F,EI-SLG,AT72,ABR
4CA2B3,EI-SLH,AT72,ABR
4CA2C5,EI-FXG,AT72,ABR
4CA30E,EI-FXH,AT72,ABR
4CA510,EI-FXI,AT72,ABR
4CA5D0,EI-FXJ,AT72,ABR
4CA60B,EI-FXK,AT72,ABR
4CAA9D,EI-STD,B734,ABR
4CAA6C,EI-STB,B734,ABR
4CAA8F,EI-STC,B734,ABR
4CAA9F,EI-OZK,A306,ABR
4CAA9E,EI-OZJ,A306,ABR
4CA7F5,EI-SLK,AT72,ABR
4CA7D2,EI-SLJ,AT72,ABR
424901,VQ-BFX,B744,ABW
42496F,VQ-BGY,B744,ABW
400195,VP-BIC,B743,ABW
42409D,VP-BII,B742,ABW
42409,VP-BIJ,B742,ABW
4240B6,VP-BIG,B744,ABW
4249BD,VQ-BJB,B744,ABW
424975,VQ-BHE,B744,ABW
4249EA,VQ-BLQ,B748,ABW
4245FB,VQ-BLR,B748,ABW
424970,VQ-BGZ,B748,ABW
424563,VQ-BRH,B748,ABW
A1DB3A,N219CY,B763,ABX
A1E14A,N220CY,B763,ABX
A413F8,N362CM,B763,ABX
A36110,N317CM,B763,ABX
A417AF,N363CM,B763,ABX
A9F2A0,N740AX,B762,ABX
A9FA0E,N742AX,B762,ABX
AA017C,N744AX,B762,ABX
AA0533,N745AX,B762,ABX
AA0CA1,N747AX,B762,ABX
AA140F,N749AX,B762,ABX
AA1A1F,N750AX,B762,ABX
AA218D,N752AX,B762,ABX
AA5B9F,N767AX,B762,ABX
AA5F56,N768AX,B762,ABX
AA630D,N769AX,B762,ABX
AA7442,N773AX,B762,ABX
AA77F9,N774AX,B762,ABX
AA7BB0,N775AX,B762,ABX
AA9BC1,N783AX,B762,ABX
AA9F78,N784AX,B762,ABX
AAA32F,N785AX,B762,ABX
AAA6E6,N786AX,B762,ABX
AAAA9D,N787AX,B762,ABX
AAAE54,N788AX,B762,ABX
AAB81B,N790AX,B762,ABX
AABBD2,N791AX,B762,ABX
AABF89,N792AX,B762,ABX
AAC340,N793AX,B762,ABX
AAC6F7,N794AX,B762,ABX
AACAAE,N795AX,B762,ABX
AAD21C,N797AX,B762,ABX
AAD5D3,N798AX,B762,ABX
A35965,N315AA,B762,ABX
896375,A6-ABM,A320,ABY
89614B,A6-ABF,A320,ABY
896364,A6-ANM,A320,ABY
896337,A6-ANH,A320,ABY
896348,A6-ANJ,A320,ABY
89634A,A6-ANL,A320,ABY
896365,A6-ANN,A320,ABY
896366,A6-ANO,A320,ABY
896371,A6-ANP,A320,ABY
896372,A6-ANQ,A320,ABY
896382,A6-ANR,A320,ABY
896383,A6-ANS,A320,ABY
C05EA7,C-GJVY,A319,ACA
C04829,C-GBIM,A319,ACA
C01755,C-FIVS,B77W,ACA
C0054A,C-FCAB,B763,ACA
C0054D,C-FCAE,B763,ACA
C0054E,C-FCAF,B763,ACA
C0054F,C-FCAG,B763,ACA
C00669,C-GARG,A319,ACA
C0099D,C-FDQQ,A320,ACA
C009A2,C-FDQV,A320,ACA
C009AE,C-FDRH,A320,ACA
C009B1,C-FDRK,A320,ACA
C009B6,C-FDRP,A320,ACA
C009CE,C-FDSN,A320,ACA
C009D4,C-FDST,A320,ACA
C009D5,C-FDSU,A320,ACA
C00B71,C-FEIQ,E170,ACA
C00B78,C-FEIX,E170,ACA
C00B7C,C-FEJB,E170,ACA
C00B7D,C-FEJC,E170,ACA
C00B7E,C-FEJD,E170,ACA
C00B80,C-FEJF,E170,ACA
C00B86,C-FEJL,E170,ACA
C00B8A,C-FEJP,E170,ACA
C00B93,C-FEJY,E170,ACA
C00B98,C-FEKD,E170,ACA
C00B9C,C-FEKH,E170,ACA
C00B9D,C-FEKI,E170,ACA
C00B9E,C-FEKJ,E170,ACA
C00BA7,C-FEKS,E170,ACA
C00F79,C-FFWI,A320,ACA
C00F7A,C-FFWJ,A320,ACA
C00F7D,C-FFWM,A320,ACA
C00F7E,C-FFWN,A320,ACA
C00FAB,C-FFYG,E170,ACA
C00FAE,C-FFYJ,E190,ACA
C00FB1,C-FFYM,E190,ACA
C00FB8,C-FFYT,E190,ACA
C0110D,C-FGLW,E190,ACA
C0110E,C-FGLX,E190,ACA
C0110F,C-FGLY,E190,ACA
C01116,C-FGMF,E190,ACA
C01254,C-FGYL,A320,ACA
C0125B,C-FGYS,A320,ACA
C0135D,C-FHIQ,E190,ACA
C0135F,C-FHIS,E190,ACA
C01361,C-FHIU,E190,ACA
C01370,C-FHJJ,E190,ACA
C0137A,C-FHJT,E190,ACA
C0137B,C-FHJU,E190,ACA
C01381,C-FHKA,E190,ACA
C01385,C-FHKE,E190,ACA
C01389,C-FHKI,E190,ACA
C01390,C-FHKP,E190,ACA
C01393,C-FHKS,E190,ACA
C013A2,C-FHLH,E190,ACA
C013DA,C-FHNL,E190,ACA
C013DE,C-FHNP,E190,ACA
C013E4,C-FHNV,E190,ACA
C013E5,C-FHNW,E190,ACA
C013E6,C-FHNX,E190,ACA
C013E7,C-FHNY,E190,ACA
C013F6,C-FHON,E190,ACA
C013FB,C-FHOS,E190,ACA
C01401,C-FHOY,E190,ACA
C0171A,C-FITL,B77W,ACA
C01723,C-FITU,B77W,ACA
C01725,C-FITW,B77W,ACA
C01729,C-FIUA,B77L,ACA
C0172E,C-FIUF,B77L,ACA
C01734,C-FIUL,B77W,ACA
C0173A,C-FIUR,B77W,ACA
C01AA7,C-FKCK,A320,ACA
C01AAB,C-FKCO,A320,ACA
C01AAE,C-FKCR,A320,ACA
C01BDE,C-FKOJ,A320,ACA
C01C02,C-FKPT,A320,ACA
C01EF3,C-FLSS,A320,ACA
C01EF5,C-FLSU,A320,ACA
C01F4D,C-FLWE,E190,ACA
C01F50,C-FLWH,E190,ACA
C01F53,C-FLWK,E190,ACA
C0219C,C-FMSX,A320,ACA
C021FC,C-FMWP,B763,ACA
C021FD,C-FMWQ,B763,ACA
C02201,C-FMWU,B763,ACA
C02202,C-FMWV,B763,ACA
C02205,C-FMWY,B763,ACA
C02209,C-FMXC,B763,ACA
C02236,C-FMYV,E190,ACA
C0223C,C-FMZB,E190,ACA
C0223E,C-FMZD,E190,ACA
C0224C,C-FMZR,E190,ACA
C0224F,C-FMZU,E190,ACA
C02251,C-FMZW,E190,ACA
C0248B,C-FNVU,A320,ACA
C0248C,C-FNVV,A320,ACA
C0252D,C-FOCA,B763,ACA
C027D1,C-FPCA,B763,ACA
C027F8,C-FPDN,A320,ACA
C03261,C-FTCA,B763,ACA
C03325,C-FTJO,A320,ACA
C03326,C-FTJP,A320,ACA
C03327,C-FTJQ,A320,ACA
C03328,C-FTJR,A320,ACA
C03329,C-FTJS,A320,ACA
C03CF1,C-FXCA,B763,ACA
C03CF4,C-FXCD,A320,ACA
C04049,C-FYIY,A319,ACA
C0404F,C-FYJE,A319,ACA
C04051,C-FYJG,A319,ACA
C04052,C-FYJH,A319,ACA
C04053,C-FYJI,A319,ACA
C0405A,C-FYJP,A319,ACA
C04067,C-FYKC,A319,ACA
C04076,C-FYKR,A319,ACA
C0407B,C-FYKW,A319,ACA
C040C5,C-FYNS,A319,ACA
C043B7,C-FZQS,A320,ACA
C0440E,C-FZUB,A320,ACA
C04413,C-FZUG,A319,ACA
C04414,C-FZUH,A319,ACA
C04416,C-FZUJ,A319,ACA
C04418,C-FZUL,A319,ACA
C04647,C-GAPY,A319,ACA
C04654,C-GAQL,A319,ACA
C04660,C-GAQX,A319,ACA
C04662,C-GAQZ,A319,ACA
C0466C,C-GARJ,A319,ACA
C04671,C-GARO,A319,ACA
C0480F,C-GBHM,A319,ACA
C04810,C-GBHN,A319,ACA
C04811,C-GBHO,A319,ACA
C04814,C-GBHR,A319,ACA
C0481B,C-GBHY,A319,ACA
C0481C,C-GBHZ,A319,ACA
C0481D,C-GBIA,A319,ACA
C04826,C-GBIJ,A319,ACA
C04827,C-GBIK,A319,ACA
C0482A,C-GBIN,A319,ACA
C0482C,C-GBIP,A319,ACA
C049E8,C-GBZR,B763,ACA
C04EB6,C-GDUZ,B763,ACA
C050B5,C-GEOQ,B763,ACA
C050B9,C-GEOU,B763,ACA
C051E2,C-GFAF,A333,ACA
C051E4,C-GFAH,A333,ACA
C051E6,C-GFAJ,A333,ACA
C053F6,C-GFUR,A333,ACA
C0583A,C-GHKR,A333,ACA
C0583F,C-GHKW,A333,ACA
C05840,C-GHKX,A333,ACA
C05843,C-GHLA,B763,ACA
C0584D,C-GHLK,B763,ACA
C0584F,C-GHLM,A333,ACA
C05853,C-GHLQ,B763,ACA
C05856,C-GHLT,B763,ACA
C05857,C-GHLU,B763,ACA
C05858,C-GHLV,B763,ACA
C058AA,C-GHOZ,B763,ACA
C058AE,C-GHPD,B763,ACA
C05BC6,C-GITP,A319,ACA
C05BC8,C-GITR,A319,ACA
C05BCB,C-GITU,A321,ACA
C05BCF,C-GITY,A321,ACA
C05BD2,C-GIUB,A321,ACA
C05BD5,C-GIUE,A321,ACA
C05BD6,C-GIUF,A321,ACA
C05EA2,C-GJVT,A320,ACA
C05EA6,C-GJVX,A321,ACA
C05EAC,C-GJWD,A321,ACA
C05EB1,C-GJWI,A321,ACA
C05EB6,C-GJWN,A321,ACA
C05EB7,C-GJWO,A321,ACA
C06080,C-GKOD,A320,ACA
C06081,C-GKOE,A320,ACA
C061E9,C-GLCA,B763,ACA
C07465,C-GSCA,B763,ACA
C07F36,C-GWEN,E190,ACA
C01732,C-FIUJ,B77L,ACA
C023AA,C-FNND,B77L,ACA
C023AE,C-FNNH,B77L,ACA
C0174D,C-FIVK,B77L,ACA
C0173E,C-FIUV,B77W,ACA
C0173F,C-FIUW,B77W,ACA
C0174F,C-FIVM,B77W,ACA
406940,G-CHSJ,A343,ACA
C0225D,C-FNAI,E190,ACA
C02CF1,C-FRAM,B77W,ACA
C0226C,C-FNAX,E190,ACA
C02265,C-FNAQ,E190,ACA
C02262,C-FNAN,E190,ACA
C0226B,C-FNAW,E190,ACA
C02264,C-FNAP,E190,ACA
C0225E,C-FNAJ,E190,ACA
C01753,C-FIVQ,B77W,ACA
C01754,C-FIVR,B77W,ACA
C00BA5,C-FEKS x,E170,ACA
C01759,C-FIVW,B77W,ACA
C0175A,C-FIVX,B77W,ACA
C023B7,C-FNNQ,B77L,ACA
C023BB,C-FNNU,B77L,ACA
3A1E43,F-OHSD,A332,ACI
3A2644,F-OJSE,A332,ACI
400F3D,G-FSEU,BE20,ACV
3C4CE4,D-ACGD,B744,ACX
3C4CE3,D-ACGC,B744,ACX
3C4CE1,D-ACGA,B744,ACX
3C4CE2,D-ACGB,B744,ACX
50801D,UR-82009,A124,ADB
508020,UR-82073,A124,ADB
4CA6DA,EI-DSS,A320,ADH
3C8483,D-BADC,J328,ADN
3CC05B,D-CADN,B350,ADN
3C712C,D-ALIL,FA7X,ADN
506C23,S5-AAS,A320,ADR
506C04,S5-AAD,CRJ2,ADR
506C05,S5-AAE,CRJ2,ADR
506C06,S5-AAF,CRJ2,ADR
506C07,S5-AAG,CRJ2,ADR
506C0B,S5-AAJ,CRJ2,ADR
506C0C,S5-AAK,CRJ9,ADR
506C0D,S5-AAL,CRJ9,ADR
506C19,S5-AAN,CRJ9,ADR
506C1A,S5-AAO,CRJ9,ADR
506C21,S5-AAP,A319,ADR
506C22,S5-AAR,A319,ADR
4019CC,G-BAEU,C150,ADV
4042C1,G-UANO,DHC1,ADV
3440CE,EC-LNH,A332,AEA
3440CF,EC-LMN,A332,AEA
342119,EC-JBK,B738,AEA
34211A,EC-JBL,B738,AEA
344450,EC-LXA,A333,AEA
3422C9,EC-JPF,A332,AEA
3422CA,EC-JQG,A332,AEA
3422CB,EC-JQQ,A332,AEA
3424D0,EC-JZL,A332,AEA
34444,EC-LVL,A332,AEA
344210,EC-LQO,A332,AEA
344211,EC-LQP,A332,AEA
3432D6,EC-KXD,E190,AEA
343147,EC-KOM,A332,AEA
343148,EC-KTG,A332,AEA
34444F,EC-LXR,A333,AEA
3440CD,EC-LKX,E190,AEA
344341,EC-LTM,B738,AEA
344446,EC-LUT,B738,AEA
344459,EC-LVR,B738,AEA
34430D,EC-333,A332,AED
344408,EC-340,A332,AED
469000,SX-DGB,A320,AEE
4692C7,SX-DVG,A320,AEE
4692C8,SX-DVH,A320,AEE
4692C9,SX-DVI,A320,AEE
4690EA,SX-DGJ,A320,AEE
4692CA,SX-DVJ,A320,AEE
4692CE,SX-DVN,A320,AEE
4692CB,SX-DVK,A320,AEE
4692CD,SX-DVM,A320,AEE
4692D5,SX-DVU,A320,AEE
4692CF,SX-DVO,A321,AEE
4692CC,SX-DVL,A320,AEE
4692D1,SX-DVQ,A320,AEE
4692D2,SX-DVR,A320,AEE
4692D4,SX-DVT,A320,AEE
4692D8,SX-DVX,A320,AEE
4692D6,SX-DVV,A320,AEE
4692D3,SX-DVS,A320,AEE
4692D7,SX-DVW,A320,AEE
4692D9,SX-DVY,A320,AEE
4690EC,SX-DGL,A320,AEE
4690EB,SX-DGK,A320,AEE
4692DA,SX-DVZ,A321,AEE
4692D0,SX-DVP,A320,AEE
46900,SX-DGA,A321,AEE
51109D,ES-LSB,SF34,AEG
5110A5,ES-LSA,SF34,AEG
4AB265,SE-LSE,SB20,AEQ
A04A01,N118AX,B190,AER
508231,UR-DAE,A320,AEW
508245,UR-AAL,B735,AEW
508246,UR-AAK,B735,AEW
508150,UR-VVP,B734,AEW
50823B,UR-VVW,B763,AEW
50822A,UR-VVV,B763,AEW
508232,UR-AAJ,B763,AEW
508233,UR-AAH,B763,AEW
50824F,UR-AAI,B763,AEW
508238,UR-AAG,B763,AEW
508271,UR-AAM,B735,AEW
508267,UR-DSA,E190,AEW
508268,UR-DSB,E190,AEW
300284,I-AIGG,B763,AEY
4CA946,EI-IGT,B737,AEY
4CA94F,EI-IGU,B737,AEY
4CA8AC,EI-EOJ,B738,AEY
4CA870,EI-IGS,B733,AEY
4CAA3C,EI-IGN,B738,AEY
300436,I-AIGJ,B763,AEY
4CA86F,EI-IGR,B733,AEY
4CA899,EI-IGP,B737,AEY
300359,I-AIGH,B762,AEY
457C01,20,PC12,AFB
457C0E,73,C27J,AFB
700006,YA-CAQ,A310,AFG
157705,RA-96005,IL96,AFL
157707,RA-96007,IL96,AFL
157708,RA-96008,IL96,AFL
15770A,RA-96010,IL96,AFL
15770B,RA-96011,IL96,AFL
15770F,RA-96015,IL96,AFL
424948,VQ-BEK,A333,AFL
4000F5,VP-BDI,B763,AFL
4000F9,VP-BWA,A319,AFL
4000FA,VP-BDK,A320,AFL
4000FB,VP-BDM,A319,AFL
400102,VP-BTG,A321,AFL
400116,VP-BTL,A321,AFL
400140,VP-BWD,A320,AFL
400145,VP-BAV,B763,AFL
400146,VP-BAX,B763,AFL
400147,VP-BAY,B763,AFL
400148,VP-BAZ,B763,AFL
400150,VP-BDN,A319,AFL
400152,VP-BWE,A320,AFL
400154,VP-BWF,A320,AFL
400155,VP-BWG x,A319,AFL
400158,VP-BDO,A319,AFL
400159,VP-BWH,A320,AFL
40015D,VP-BWI,A320,AFL
040015,VP-BWJ,A319,AFL
400160,VP-BWK,A319,AFL
400166,VP-BWL,A319,AFL
400178,VP-BWM,A320,AFL
400179,VP-BWN,A321,AFL
40017A,VP-BWO,A321,AFL
40017B,VP-BWP,A321,AFL
4001AC,VP-BWW,B763,AFL
4001AD,VP-BWX,B763,AFL
424567,VQ-BPI,A333,AFL
424947,VQ-BEJ,A320,AFL
424920,VQ-BCO,A319,AFL
004242,VP-BRH,B738,AFL
424940,VQ-BEA,A321,AFL
424050,VP-BQP,A320,AFL
424051,VP-BQV,A320,AFL
424052,VP-BQW,A320,AFL
424055,VP-BQR,A321,AFL
424056,VP-BQS,A321,AFL
424057,VP-BQT,A321,AFL
424058,VP-BQX,A321,AFL
424097,VP-BRX,A320,AFL
424098,VP-BRY,A320,AFL
424099,VP-BRZ,A320,AFL
42409C,VP-BRW,A321,AFL
4240DB,VP-BUM,A321,AFL
4240DC,VP-BUK,A319,AFL
4240DF,VP-BUN,A319,AFL
42491,VQ-BCM,A320,AFL
4248F2,VQ-BBA,A319,AFL
424945,VQ-BEH,A320,AFL
4248EF,VQ-BAX,A320,AFL
42454D,VQ-BMY,A333,AFL
424949,VQ-BEL,A333,AFL
4249B2,VQ-BIW,A320,AFL
4248F3,VQ-BBB,A320,AFL
4248F4,VQ-BBC,A320,AFL
42400,VP-BUO,A319,AFL
424116,VP-BKX,A320,AFL
42428D,VP-BDC,A321,AFL
4240,VP-BUP,A321,AFL
424000,VP-BQU,A320,AFL
42423F,VP-BLY,A332,AFL
4248F7,VQ-BBF,A332,AFL
4240AB,VP-BDQ,MD11,AFL
4248F6,VQ-BBE,A332,AFL
424117,VP-BKY,A320,AFL
42491F,VQ-BCN,A320,AFL
424943,VQ-BEF,A321,AFL
424118,VP-BKC,A320,AFL
4240AA,VP-BDP,MD11,AFL
424942,VQ-BEE,A321,AFL
43BE87,VP-BZO,A320,AFL
4240AC,VP-BDR,MD11,AFL
424941,VQ-BED,A321,AFL
43BE88,VP-BZP,A320,AFL
43BE8A,VP-BZR,A320,AFL
43BE89,VP-BZQ,A320,AFL
4248F8,VQ-BBG,A332,AFL
43BE8B,VP-BZS,A320,AFL
424259,VP-BMF,A320,AFL
424258,VP-BME,A320,AFL
4248F0,VQ-BAY,A320,AFL
42423,VP-BLX,A332,AFL
4248F1,VQ-BAZ,A320,AFL
424921,VQ-BCP,A319,AFL
424922,VQ-BCQ,A332,AFL
424944,VQ-BEG,A321,AFL
424923,VQ-BCU,A333,AFL
424924,VQ-BCV,A333,AFL
424946,VQ-BEI,A321,AFL
42498B,VQ-BHL,A320,AFL
42498A,VQ-BHK,A321,AFL
42498D,VQ-BHN,A320,AFL
42498C,VQ-BHM,A321,AFL
4249B5,VQ-BIV,A320,AFL
4249B4,VQ-BIT,A320,AFL
4249B3,VQ-BIR,A320,AFL
4249B6,VQ-BIU,A320,AFL
4249DC,VQ-BKS,A320,AFL
4249DB,VQ-BKT,A320,AFL
4249FD,VQ-BQX,A333,AFL
4249FE,VQ-BQY,A333,AFL
4249DA,VQ-BKU,A320,AFL
42460,VQ-BNS,A333,AFL
4249FC,VQ-BQZ,A333,AFL
42454B,VQ-BMV,A333,AFL
424556,VQ-BOH,A321,AFL
424557,VQ-BOI,A321,AFL
42454C,VQ-BMX,A333,AFL
424568,VQ-BPJ,A333,AFL
155BB2,RA-89010,SU95,AFL
424569,VQ-BPK,A333,AFL
42429A,VP-BDD,A333,AFL
42429B,VP-BDE,A333,AFL
424257,VP-BGB,B77W,AFL
4242A8,VP-BID,A320,AFL
4242A2,VP-BGC,B77W,AFL
4242A3,VP-BGD,B77W,AFL
424248,VP-BJA,A320,AFL
4242BC,VP-BLH,A320,AFL
4242C4,VP-BLL,A320,AFL
4242C2,VP-BLP,A320,AFL
4242A4,VP-BGF,B77W,AFL
4242C3,VP-BNL,A320,AFL
4242BE,VP-BNT,A320,AFL
4242D9,VP-BOC,A321,AFL
4242CB,VP-BPP,A321,AFL
4242DC,VP-BRF,B738,AFL
4242DA,VP-BOE,A321,AFL
4242EA,VP-BRR,B738,AFL
42420,VP-BTR,A321,AFL
424200,VP-BTG,A321,AFL
497C23,15103,F16,AFP
497C2C,15113,F16,AFP
497CAA,16710,C295,AFP
497CAC,16712,C295,AFP
497C2A,15110,F16,AFP
39120,F-GEXB,B744,AFR
391547,F-GFKH,A320,AFR
391549,F-GFKJ,A320,AFR
391551,F-GFKR,A320,AFR
391552,F-GFKS,A320,AFR
391555,F-GFKV,A320,AFR
391558,F-GFKY,A320,AFR
391E0A,F-GHQK,A320,AFR
391E0B,F-GHQL,A320,AFR
391E0C,F-GHQM,A320,AFR
391E0E,F-GHQO,A320,AFR
392263,F-GITD,B744,AFR
392264,F-GITE,B744,AFR
392265,F-GITF,B744,AFR
392267,F-GITH,B744,AFR
392268,F-GITI,B744,AFR
392269,F-GITJ,B744,AFR
392280,F-GIUA,B744,AFR
392282,F-GIUC,B744,AFR
392283,F-GIUD,B744,AFR
3926A1,F-GJVB,A320,AFR
3926A6,F-GJVG,A320,AFR
3926B6,F-GJVW,A320,AFR
392AE0,F-GKXA,A320,AFR
392AE2,F-GKXC,A320,AFR
392AE3,F-GKXD,A320,AFR
392AE4,F-GKXE,A320,AFR
392AE5,F-GKXF,A320,AFR
